-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
631	157
631	157
631	157
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
336	404
336	404
334	375
334	375
332	348
332	348
329	320
329	320
326	295
326	295
326	279
326	279
325	266
325	266
323	252
321	237
321	237
320	222
320	222
317	207
317	207
317	207
315	192
315	192
314	178
314	178
313	164
313	164
310	149
310	149
309	134
309	134
309	134
307	120
307	120
307	107
307	107
305	90
305	90
302	78
302	78
302	64
302	64
301	51
301	51
301	51
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
283	57
283	57
282	63
282	63
281	70
281	70
280	76
280	76
279	83
279	83
277	89
277	89
276	95
276	95
276	95
275	101
275	101
273	107
273	107
271	113
271	113
271	113
268	115
268	115
265	131
265	131
266	135
266	135
267	136
267	136
266	138
266	138
267	137
267	137
267	137
267	137
266	138
266	138
266	138
267	139
267	139
267	139
267	139
-1	-1
-1	-1
631	157
631	157
269	134
269	134
273	138
273	138
280	143
280	143
299	149
299	149
305	153
305	153
315	157
315	157
324	161
324	161
334	163
334	163
334	163
334	163
344	167
344	167
353	170
353	170
361	173
361	173
381	176
381	176
385	180
385	180
392	184
392	184
402	187
402	187
411	190
411	190
420	194
420	194
429	197
429	197
438	200
438	200
438	200
444	202
444	202
464	207
464	207
467	209
467	209
474	212
474	212
483	215
483	215
490	219
490	219
499	224
499	224
508	226
508	226
508	226
516	228
516	228
523	233
523	233
-1	-1
-1	-1
547	240
547	240
547	240
550	243
550	243
557	246
557	246
565	248
565	248
572	253
572	253
581	257
581	257
588	260
588	260
596	263
596	263
603	267
603	267
611	274
611	274
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
609	282
609	282
607	282
607	282
607	282
603	283
603	283
598	284
598	284
594	285
594	285
589	285
589	285
585	286
585	286
580	288
580	288
575	289
575	289
570	289
570	289
570	289
567	291
567	291
562	292
562	292
558	295
558	295
556	295
556	295
554	294
554	294
-1	-1
-1	-1
-1	-1
-1	-1
631	158
631	158
524	298
524	298
521	298
