-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
317	411
317	411
317	389
317	389
319	351
319	351
318	316
318	316
318	316
317	283
317	283
317	252
317	252
318	233
318	233
318	211
318	211
319	190
319	190
319	169
319	169
319	148
319	148
319	127
319	127
319	105
319	105
319	105
319	84
319	84
319	62
319	62
319	62
320	41
320	41
320	23
320	23
321	34
321	34
321	51
321	51
321	69
321	69
322	83
322	83
323	94
323	94
323	104
323	104
323	113
323	113
324	123
324	123
324	132
324	132
324	140
324	140
324	140
325	150
325	150
325	159
325	159
325	167
325	167
325	176
325	176
326	185
326	185
326	185
326	193
326	193
326	202
326	202
326	211
326	211
326	219
326	219
327	229
327	229
327	238
327	238
327	238
327	246
327	246
327	254
327	254
327	263
327	263
327	271
327	271
327	278
327	278
327	287
327	287
327	296
327	296
327	303
327	303
327	312
327	312
327	321
327	321
327	329
327	329
327	337
327	337
327	337
327	345
327	345
327	345
327	353
327	353
326	360
326	360
326	368
326	368
326	375
326	375
326	381
326	381
326	380
326	380
325	376
325	376
325	372
325	372
325	367
325	367
324	363
324	363
324	363
324	359
324	359
323	354
323	354
323	349
323	349
323	344
323	344
322	339
322	339
322	333
322	333
321	328
321	328
321	324
321	324
320	318
320	318
320	318
319	314
319	309
319	309
319	309
318	305
318	305
318	305
318	300
318	300
317	296
317	296
316	292
316	292
316	287
315	283
315	283
315	278
315	278
314	274
314	274
313	269
313	269
313	265
313	265
312	261
312	261
312	256
312	256
312	256
311	252
311	252
310	249
310	249
310	245
310	245
309	241
309	241
308	237
308	237
308	232
308	232
307	228
307	228
306	224
306	224
306	220
306	220
306	220
305	216
305	216
304	212
304	212
303	208
303	208
303	208
303	204
303	204
302	201
302	201
302	197
302	197
301	194
301	194
301	190
301	190
300	186
300	186
300	183
300	183
299	180
299	180
299	176
299	176
298	173
298	173
298	170
298	170
298	170
298	167
298	167
297	165
297	165
297	162
297	162
297	158
297	158
297	158
312	154
335	151
335	151
335	151
349	153
349	153
369	164
369	164
380	171
380	171
392	178
392	178
404	186
404	186
405	192
405	192
405	192
405	199
405	199
406	206
406	206
407	213
407	213
407	219
407	219
408	226
408	226
409	231
409	231
410	237
410	237
411	244
411	244
411	250
411	250
412	255
412	255
413	261
413	261
413	261
413	261
414	268
414	268
415	271
415	271
416	272
416	272
416	273
416	273
417	274
417	274
417	274
417	274
418	275
418	275
418	275
418	275
419	275
