-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
334	417
334	417
335	401
336	374
336	374
336	345
336	345
336	316
336	316
336	287
336	287
335	258
335	258
335	237
335	237
335	217
335	217
335	196
335	175
335	175
335	155
335	155
334	134
334	134
334	114
334	114
334	94
334	94
334	73
334	73
334	53
334	53
334	32
334	32
334	32
334	23
334	23
334	23
335	37
335	37
335	54
335	54
335	71
335	71
335	80
335	80
336	90
336	90
336	99
336	99
336	109
336	109
335	118
335	118
335	127
335	136
335	136
334	146
334	146
334	146
335	155
335	155
335	163
335	163
334	172
334	172
334	181
334	181
333	189
333	189
333	198
333	198
333	207
333	207
332	215
332	215
332	225
332	225
-1	-1
-1	-1
-1	-1
330	245
330	245
329	252
329	252
329	252
329	261
329	261
328	268
328	268
327	276
327	276
326	285
326	285
325	292
325	300
325	300
324	309
324	309
323	317
323	317
322	325
322	325
321	334
321	334
320	342
320	342
320	342
319	350
317	358
317	358
316	366
316	366
315	373
315	373
314	379
314	379
313	379
313	379
312	374
312	374
312	374
311	371
310	367
310	367
310	367
308	363
306	359
306	359
306	359
305	354
305	354
303	349
303	349
302	344
302	344
301	339
301	339
299	334
299	334
298	329
298	329
297	324
297	324
295	320
294	315
294	315
293	312
293	310
293	310
294	307
294	307
294	307
-1	-1
-1	-1
-1	-1
287	285
287	285
287	285
287	282
287	282
293	282
293	282
330	279
330	279
371	275
371	275
401	272
401	272
431	267
431	267
465	264
465	264
495	261
495	261
495	261
519	256
519	256
557	253
557	253
587	249
587	249
-1	-1
-1	-1
620	223
620	223
624	198
624	198
628	181
628	181
-1	-1
-1	-1
632	165
632	165
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
